,title,genre,budget,runtime,year,month,revenue
886,Mamma Mia!,Comedy,52000000.0,108.0,2008,7,609841637
1044,Journey to the Center of the Earth,Action,45000000.0,93.0,2008,7,101702060
1298,Red Cliff,Adventure,80341000.0,150.0,2008,7,127814609
1354,Space Chimps,Animation,37000000.0,81.0,2008,7,63800345
1422,The X Files: I Want to Believe,Drama,30000000.0,104.0,2008,7,68369434
1471,Ponyo,Animation,41677699.0,100.0,2008,7,187479518
353,Tropic Thunder,Action,92000000.0,107.0,2008,8,188072649
658,Death Race,Action,45000000.0,105.0,2008,8,73762516
1083,Babylon A.D.,Action,70000000.0,101.0,2008,8,72108608
1096,Bangkok Dangerous,Action,45000000.0,99.0,2008,8,42487390
1410,Mirrors,Horror,35000000.0,110.0,2008,8,72436439
1754,The Sisterhood of the Traveling Pants 2,Adventure,27000000.0,117.0,2008,8,44352417
1783,Pineapple Express,Action,27000000.0,111.0,2008,8,101624843
1861,The House Bunny,Romance,25000000.0,97.0,2008,8,70442940
447,Eagle Eye,,80000000.0,118.0,2008,9,178066569
761,Righteous Kill,Action,60000000.0,101.0,2008,9,73174566
1094,Miracle at St. Anna,Drama,45000000.0,160.0,2008,9,9323833
1330,Burn After Reading,Comedy,37000000.0,96.0,2008,9,163720069
1644,Pride and Glory,Thriller,30000000.0,130.0,2008,9,31148328
1763,The Duchess,Drama,,110.0,2008,9,0
1970,Zack and Miri Make a Porno,Comedy,24000000.0,102.0,2008,9,42105111
11,Quantum of Solace,Adventure,200000000.0,106.0,2008,10,586090727
120,Madagascar: Escape 2 Africa,,150000000.0,89.0,2008,10,603900354
622,Body of Lies,Action,70000000.0,128.0,2008,10,113280098
1322,City of Ember,Adventure,55000000.0,90.0,2008,10,17869048
1325,The Express,Drama,40000000.0,130.0,2008,10,9793496
1398,Max Payne,Action,35000000.0,100.0,2008,10,85416905
1687,Frost/Nixon,Drama,,122.0,2008,10,0
1739,How to Lose Friends & Alienate People,Comedy,27000000.0,110.0,2008,10,17286299
1774,What Just Happened,Comedy,25000000.0,104.0,2008,10,6673422
1814,W.,Drama,25100000.0,131.0,2008,10,29506464
100,The Curious Case of Benjamin Button,Fantasy,150000000.0,166.0,2008,11,333932083
130,Bolt,Animation,150000000.0,98.0,2008,11,309979994
192,Australia,Drama,130000000.0,165.0,2008,11,49554002
440,Four Christmases,Comedy,80000000.0,88.0,2008,11,163733697
1268,Soul Men,Comedy,,103.0,2008,11,0
1337,Twilight,Adventure,37000000.0,122.0,2008,11,392616625
360,Valkyrie,Drama,75000000.0,121.0,2008,12,200276000
443,Bedtime Stories,Fantasy,80000000.0,99.0,2008,12,212874442
454,The Day the Earth Stood Still,Drama,80000000.0,104.0,2008,12,233093859
689,Marley & Me,Comedy,60000000.0,115.0,2008,12,244082376
734,The Tale of Despereaux,Adventure,60000000.0,93.0,2008,12,50877145
781,Inkheart,Adventure,60000000.0,106.0,2008,12,57490374
782,The Spirit,Action,60000000.0,103.0,2008,12,39031337
865,Seven Pounds,Drama,55000000.0,123.0,2008,12,168167691
913,Yes Man,Comedy,70000000.0,104.0,2008,12,225990978
1081,Revolutionary Road,Drama,35000000.0,119.0,2008,12,75225693
1277,Delgo,Adventure,40000000.0,94.0,2008,12,0
1341,The Inhabited Island,Action,36500000.0,115.0,2008,12,21834845
1450,Punisher: War Zone,Action,20500000.0,102.0,2008,12,10089373
1492,The Reader,Drama,32000000.0,124.0,2008,12,113019290
1813,Gran Torino,Drama,33000000.0,116.0,2008,12,269958228
522,Hotel for Dogs,Comedy,35000000.0,100.0,2009,1,73034460
1390,Underworld: Rise of the Lycans,Fantasy,35000000.0,92.0,2009,1,91353501
1576,Bride Wars,Comedy,30000000.0,89.0,2009,1,114663461
1777,Paul Blart: Mall Cop,Action,26000000.0,91.0,2009,1,183293131
1796,Brothers,Drama,26000000.0,104.0,2009,1,43318349
722,Coraline,Animation,60000000.0,100.0,2009,2,124596398
975,The International,Drama,50000000.0,118.0,2009,2,60161391
1001,Street Fighter: The Legend of Chun-Li,Action,50000000.0,97.0,2009,2,12764201
1162,He's Just Not That Into You,Comedy,40000000.0,129.0,2009,2,177259441
67,Monsters vs Aliens,Animation,175000000.0,94.0,2009,3,381509870
163,Watchmen,Action,130000000.0,163.0,2009,3,185258983
751,Duplicity,Romance,78146652.0,125.0,2009,3,60000000
898,The Twilight Saga: New Moon,Adventure,50000000.0,130.0,2009,3,709827462
922,Knowing,Action,50000000.0,121.0,2009,3,155446362
931,Race to Witch Mountain,Adventure,50000000.0,98.0,2009,3,106303988
1179,"I Love You, Man",Comedy,41000000.0,105.0,2009,3,91636986
1184,17 Again,Comedy,20000000.0,102.0,2009,3,136267476
1444,The Young Victoria,Drama,35000000.0,105.0,2009,3,27409889
1598,Drag Me to Hell,Horror,30000000.0,99.0,2009,3,90810892
122,X-Men Origins: Wolverine,Adventure,150000000.0,107.0,2009,4,373062864
750,State of Play,Action,60000000.0,127.0,2009,4,87784194
763,The Soloist,Drama,60000000.0,109.0,2009,4,31720158
1004,The Boat That Rocked,Drama,50000000.0,116.0,2009,4,36348784
1561,Hannah Montana: The Movie,Comedy,35000000.0,102.0,2009,4,155545279
1652,Dragonball Evolution,Action,100000000.0,85.0,2009,4,0
1950,The True Story of Puss 'n Boots,,,82.0,2009,4,0
43,Terminator Salvation,Action,200000000.0,115.0,2009,5,371353001
66,Up,Animation,175000000.0,96.0,2009,5,735099082
121,Night at the Museum: Battle of the Smithsonian,Adventure,150000000.0,105.0,2009,5,413106170
128,Angels & Demons,Thriller,150000000.0,138.0,2009,5,356613439
158,Star Trek,Science Fiction,150000000.0,127.0,2009,5,385680446
617,Agora,Adventure,70000000.0,127.0,2009,5,39041505
1464,Black Water Transit,Drama,,100.0,2009,5,0
1880,Dance Flick,Action,,83.0,2009,5,0
35,Transformers: Revenge of the Fallen,Science Fiction,150000000.0,150.0,2009,6,836297228
283,The Taking of Pelham 1 2 3,Thriller,100000000.0,106.0,2009,6,150166126
306,Land of the Lost,Adventure,100000000.0,102.0,2009,6,68688831
348,Ice Age: Dawn of the Dinosaurs,Animation,90000000.0,94.0,2009,6,886686817
748,Year One,Comedy,60000000.0,97.0,2009,6,62357900
857,Imagine That,Comedy,55000000.0,107.0,2009,6,0
1150,The Proposal,Comedy,40000000.0,108.0,2009,6,317375031
1356,The Hangover,Comedy,35000000.0,100.0,2009,6,459270619
1745,My Sister's Keeper,Drama,30000000.0,109.0,2009,6,95714875
8,Harry Potter and the Half-Blood Prince,Adventure,250000000.0,153.0,2009,7,933959197
131,G-Force,Fantasy,150000000.0,88.0,2009,7,292817841
280,Public Enemies,,80000000.0,140.0,2009,7,214104620
552,Funny People,Comedy,75000000.0,146.0,2009,7,61458982
1086,Aliens in the Attic,Adventure,45000000.0,86.0,2009,7,57881056
1130,Brüno,Comedy,42000000.0,83.0,2009,7,0
1300,The Ugly Truth,Comedy,38000000.0,96.0,2009,7,205298907
76,G.I. Joe: The Rise of Cobra,Adventure,175000000.0,118.0,2009,8,302469017
571,Inglourious Basterds,Drama,70000000.0,153.0,2009,8,319131050
1168,Julie & Julia,Romance,40000000.0,123.0,2009,8,129540499
1186,The Final Destination,Horror,40000000.0,82.0,2009,8,186167139
1291,The Time Traveler's Wife,Drama,39000000.0,107.0,2009,8,101229792
1554,District 9,Science Fiction,30000000.0,112.0,2009,8,210819611
1617,9,Action,30000000.0,79.0,2009,8,48428063
1766,Case 39,Horror,27000000.0,109.0,2009,8,29000000
347,Cloudy with a Chance of Meatballs,Animation,100000000.0,90.0,2009,9,242988466
476,Surrogates,Action,80000000.0,89.0,2009,9,122444772
542,Carriers,Action,,84.0,2009,9,5802422
705,Couples Retreat,Comedy,70000000.0,113.0,2009,9,171844840
963,Ninja Assassin,Action,40000000.0,99.0,2009,9,60462347
994,Gamer,Action,50000000.0,95.0,2009,9,40828540
1271,Pandorum,Action,33000000.0,108.0,2009,9,20645327
1445,Whiteout,Action,40000000.0,101.0,2009,9,12206028
1565,Up in the Air,Drama,25000000.0,109.0,2009,9,163670000
1673,Little Nicholas,Comedy,,91.0,2009,9,0
1705,Taking Woodstock,,,120.0,2009,9,0
1902,The Box,Thriller,30000000.0,115.0,2009,9,33333531
1946,The Bad Lieutenant: Port of Call - New Orleans,Drama,25000000.0,122.0,2009,9,10589102
59,2012,Action,200000000.0,158.0,2009,10,769653595
293,Where the Wild Things Are,,100000000.0,101.0,2009,10,100086793
489,Oceans,,,84.0,2009,10,19406406
674,Astro Boy,Animation,65000000.0,94.0,2009,10,44091067
719,This Is It,,60000000.0,111.0,2009,10,0
879,Law Abiding Citizen,Drama,53000000.0,109.0,2009,10,126690726
1140,Micmacs,Action,33000000.0,100.0,2009,10,14000000
1257,Fantastic Mr. Fox,Adventure,40000000.0,87.0,2009,10,46471023
1266,Cirque du Freak: The Vampire's Assistant,Adventure,40000000.0,109.0,2009,10,28169671
1642,Splice,Horror,26000000.0,104.0,2009,10,0
1658,The Imaginarium of Doctor Parnassus,Adventure,30000000.0,123.0,2009,10,64352607
1972,The Men Who Stare at Goats,Comedy,24000000.0,93.0,2009,10,68729358
1988,Zombieland,Comedy,23600000.0,88.0,2009,10,102391382
60,A Christmas Carol,Animation,200000000.0,96.0,2009,11,325233863
754,Planet 51,Science Fiction,70000000.0,91.0,2009,11,104945765
1316,Precious,Drama,10000000.0,110.0,2009,11,47536959
1362,The Blind Side,Drama,29000000.0,129.0,2009,11,309208309
1389,Old Dogs,Comedy,35000000.0,88.0,2009,11,92219310
1931,The Road,Adventure,32000000.0,111.0,2009,11,27635305
1944,Me and Orson Welles,Comedy,25000000.0,114.0,2009,11,2336172
0,Avatar,Action,237000000.0,162.0,2009,12,2787965087
269,The Princess and the Frog,Romance,105000000.0,97.0,2009,12,267045765
327,The Lovely Bones,Fantasy,65000000.0,136.0,2009,12,93525586
356,Sherlock Holmes,Action,90000000.0,128.0,2009,12,524028679
397,It's Complicated,Comedy,85000000.0,121.0,2009,12,219103655
482,Nine,Drama,80000000.0,112.0,2009,12,53825515
578,Alvin and the Chipmunks: The Squeakquel,Comedy,75000000.0,88.0,2009,12,443140005
749,Invictus,Drama,60000000.0,134.0,2009,12,122233971
797,Did You Hear About the Morgans?,Comedy,58000000.0,103.0,2009,12,85280250
449,The Book of Eli,Action,80000000.0,118.0,2010,1,157107755
758,Edge of Darkness,Crime,80000000.0,117.0,2010,1,74901339
1232,Morning Glory,Comedy,40000000.0,102.0,2010,1,58785180
1544,Extraordinary Measures,Drama,31000000.0,105.0,2010,1,15134293
1733,The Spy Next Door,Action,28000000.0,94.0,2010,1,45236543
1791,Legion,Horror,26000000.0,100.0,2010,1,67918658
135,The Wolfman,Drama,150000000.0,102.0,2010,2,0
341,Percy Jackson & the Olympians: The Lightning Thief,Adventure,95000000.0,118.0,2010,2,226497209
439,Shutter Island,Drama,80000000.0,138.0,2010,2,294804195
887,Valentine's Day,Comedy,52000000.0,125.0,2010,2,216485654
893,From Paris with Love,Action,52000000.0,92.0,2010,2,52826594
1092,The Ghost Writer,Thriller,45000000.0,128.0,2010,2,60222298
1334,Cop Out,Action,30000000.0,107.0,2010,2,55583804
1891,Dear John,Drama,25000000.0,115.0,2010,2,114977104
32,Alice in Wonderland,,200000000.0,108.0,2010,3,1025491110
92,How to Train Your Dragon,Fantasy,165000000.0,98.0,2010,3,494878759
312,Green Zone,,100000000.0,115.0,2010,3,94882889
1104,The Bounty Hunter,Action,40000000.0,110.0,2010,3,136000000
1344,Hot Tub Time Machine,Science Fiction,36000000.0,101.0,2010,3,64572262
1420,Nanny McPhee and the Big Bang,Comedy,35000000.0,109.0,2010,3,93246388
1517,Repo Men,Action,32000000.0,111.0,2010,3,18409891
1720,Kick-Ass,Action,28000000.0,117.0,2010,3,96188903
1951,Space Dogs,,25000000.0,85.0,2010,3,6500000
79,Iron Man 2,Adventure,200000000.0,124.0,2010,4,623933331
206,Clash of the Titans,Adventure,125000000.0,106.0,2010,4,232713139
819,Date Night,Comedy,55000000.0,97.0,2010,4,152263880
1400,The Back-Up Plan,Comedy,35000000.0,106.0,2010,4,77477008
1436,Furry Vengeance,Comedy,35000000.0,92.0,2010,4,39340177
1892,The Losers,Action,25000000.0,97.0,2010,4,23580000
21,Robin Hood,Action,200000000.0,140.0,2010,5,310669540
50,Prince of Persia: The Sands of Time,Adventure,150000000.0,116.0,2010,5,335154643
86,Shrek Forever After,Comedy,165000000.0,93.0,2010,5,752600867
323,Sex and the City 2,Comedy,100000000.0,146.0,2010,5,288347692
991,Fair Game,Drama,22000000.0,108.0,2010,5,24188922
1117,Charlie St. Cloud,Drama,44000000.0,99.0,2010,5,48190704
1591,Letters to Juliet,Comedy,30000000.0,105.0,2010,5,0
42,Toy Story 3,Animation,200000000.0,103.0,2010,6,1066969703
138,The Last Airbender,Action,150000000.0,103.0,2010,6,318502923
227,Knight and Day,Action,117000000.0,109.0,2010,6,261930431
520,Grown Ups,Comedy,80000000.0,102.0,2010,6,271430189
530,Killers,Action,75000000.0,100.0,2010,6,98159963
612,The Twilight Saga: Eclipse,Adventure,68000000.0,124.0,2010,6,698491347
966,Marmaduke,,50000000.0,87.0,2010,6,83761844
1035,Jonah Hex,Action,47000000.0,80.0,2010,6,10539000
1189,Get Him to the Greek,Comedy,40000000.0,109.0,2010,6,90029656
1949,Love Ranch,Drama,,117.0,2010,6,0
96,Inception,Action,160000000.0,148.0,2010,7,825532764
103,The Sorcerer's Apprentice,Fantasy,150000000.0,109.0,2010,7,215283742
188,Salt,Action,110000000.0,100.0,2010,7,293329073
302,Legend of the Guardians: The Owls of Ga'Hoole,Animation,80000000.0,97.0,2010,7,140073390
411,Scott Pilgrim vs. the World,Action,60000000.0,112.0,2010,7,47664559
418,Cats & Dogs 2 : The Revenge of Kitty Galore,Comedy,85000000.0,82.0,2010,7,112483764
614,Despicable Me,Animation,69000000.0,95.0,2010,7,543513985
623,Dinner for Schmucks,Comedy,69000000.0,114.0,2010,7,86387857
1201,Predators,Action,40000000.0,107.0,2010,7,126248813
109,The Chronicles of Narnia: The Voyage of the Dawn Treader,Adventure,155000000.0,113.0,2010,8,415686217
285,The Other Guys,Action,100000000.0,107.0,2010,8,170432927
424,The Expendables,Thriller,80000000.0,103.0,2010,8,274470394
709,Eat Pray Love,Drama,60000000.0,133.0,2010,8,204594016
1381,Secretariat,Drama,35000000.0,123.0,2010,8,60251371
1503,Takers,Action,32000000.0,107.0,2010,8,69055695
1601,Step Up 3D,Drama,30000000.0,107.0,2010,8,159291809
1947,A Turtle's Tale: Sammy's Adventures,Animation,,88.0,2010,8,0
1981,Piranha 3D,Comedy,24000000.0,88.0,2010,8,83188165
588,Wall Street: Money Never Sleeps,Drama,70000000.0,133.0,2010,9,134748021
799,Resident Evil: Afterlife,Action,60000000.0,97.0,2010,9,300228084
1161,The Social Network,Drama,40000000.0,120.0,2010,9,224920315
1328,The Town,Crime,37000000.0,125.0,2010,9,154026136
1526,Going the Distance,Comedy,32000000.0,102.0,2010,9,42045846
1915,The Conspirator,Crime,25000000.0,122.0,2010,9,15478800
196,Megamind,Animation,130000000.0,95.0,2010,10,321887208
711,RED,Action,58000000.0,111.0,2010,10,71664962
967,Hereafter,Drama,50000000.0,129.0,2010,10,105197635
1462,Biutiful,Drama,,148.0,2010,10,25147786
1659,Barney's Version,Comedy,30000000.0,134.0,2010,10,8454301
1676,Animals United,Animation,,93.0,2010,10,0
1905,My Soul to Take,Drama,25000000.0,107.0,2010,10,19829957
1948,Little White Lies,Comedy,25000000.0,154.0,2010,10,48531470
6,Tangled,Animation,260000000.0,100.0,2010,11,591794936
344,Unstoppable,Action,100000000.0,98.0,2010,11,167805466
381,The Nutcracker: The Untold Story,Fantasy,90000000.0,110.0,2010,11,16178959
641,Due Date,Comedy,65000000.0,95.0,2010,11,211780824
860,Burlesque,Drama,55000000.0,119.0,2010,11,89519773
1632,The Next Three Days,Romance,30000000.0,133.0,2010,11,51148651
1638,Love & Other Drugs,Drama,30000000.0,112.0,2010,11,102820008
1893,Don't Be Afraid of the Dark,Fantasy,25000000.0,99.0,2010,11,36993168
1986,Faster,Crime,24000000.0,98.0,2010,11,23081726
39,TRON: Legacy,Adventure,170000000.0,125.0,2010,12,400062763
226,How Do You Know,Comedy,120000000.0,121.0,2010,12,48668907
251,Gulliver's Travels,Comedy,112000000.0,85.0,2010,12,237382724
284,Little Fockers,Comedy,100000000.0,98.0,2010,12,310650585
295,The Tourist,Action,100000000.0,103.0,2010,12,278731369
458,Yogi Bear,Comedy,80000000.0,80.0,2010,12,201584141
1139,The Warrior's Way,Adventure,42000000.0,100.0,2010,12,11087569
1365,True Grit,Drama,38000000.0,110.0,2010,12,252276927
252,The Green Hornet,Action,120000000.0,119.0,2011,1,227817248
593,The Dilemma,Comedy,70000000.0,111.0,2011,1,67112664
1118,The Mechanic,Action,40000000.0,93.0,2011,1,51070807
1351,The Rite,Drama,37000000.0,114.0,2011,1,96047633
1835,No Strings Attached,Comedy,25000000.0,107.0,2011,1,147780440
406,Arthur Christmas,Drama,,97.0,2011,2,0
445,Just Go with It,Romance,80000000.0,117.0,2011,2,214918407
619,Hall Pass,Comedy,36000000.0,105.0,2011,2,83160734
939,I Am Number Four,Action,50000000.0,109.0,2011,2,144492830
1000,Drive Angry,Fantasy,50000000.0,105.0,2011,2,28931401
1195,Unknown,Action,30000000.0,113.0,2011,2,130786397
1217,Paul,Adventure,40000000.0,104.0,2011,2,97552050
1505,"Big Mommas: Like Father, Like Son",Crime,32000000.0,107.0,2011,2,83615414
1628,Sanctum,Action,30000000.0,108.0,2011,2,108609310
141,Mars Needs Moms,Adventure,150000000.0,88.0,2011,3,38992758
178,Rango,Animation,135000000.0,107.0,2011,3,245724603
547,Sucker Punch,Action,82000000.0,110.0,2011,3,89792502
582,Battle: Los Angeles,Action,70000000.0,116.0,2011,3,202466756
686,Hop,Animation,63000000.0,95.0,2011,3,183953723
900,The Adjustment Bureau,Science Fiction,50200000.0,106.0,2011,3,127869379
1132,Red Riding Hood,Fantasy,42000000.0,100.0,2011,3,89162162
1194,The Lincoln Lawyer,Crime,40000000.0,119.0,2011,3,85412898
1305,Water for Elephants,Drama,38000000.0,120.0,2011,3,114156230
1360,There Be Dragons,Drama,,112.0,2011,3,0
1506,Source Code,Thriller,32000000.0,93.0,2011,3,147332697
1953,Ironclad,Romance,25000000.0,121.0,2011,3,0
129,Thor,Adventure,150000000.0,115.0,2011,4,449326618
204,Fast Five,Action,125000000.0,130.0,2011,4,626137675
374,Rio,Animation,90000000.0,96.0,2011,4,484635760
986,Your Highness,Comedy,49900000.0,102.0,2011,4,26121638
1219,Scream 4,Horror,40000000.0,111.0,2011,4,97138686
1499,Bridesmaids,Comedy,32500000.0,125.0,2011,4,288383523
1610,Hanna,Action,30000000.0,111.0,2011,4,63782078
1620,Winnie the Pooh,Animation,30000000.0,63.0,2011,4,14460000
1656,Hoodwinked Too! Hood VS. Evil,Comedy,30000000.0,86.0,2011,4,13521829
17,Pirates of the Caribbean: On Stranger Tides,Adventure,380000000.0,136.0,2011,5,1045713802
101,X-Men: First Class,Action,160000000.0,132.0,2011,5,353624124
137,Kung Fu Panda 2,Animation,150000000.0,91.0,2011,5,665692281
427,The Hangover Part II,Comedy,80000000.0,102.0,2011,5,254455986
768,Priest,Action,60000000.0,87.0,2011,5,78309131
1401,Something Borrowed,Comedy,35000000.0,112.0,2011,5,59901913
1446,The Tree of Life,Drama,32000000.0,139.0,2011,5,54674226
1579,Midnight in Paris,Fantasy,30000000.0,94.0,2011,5,151119219
40,Cars 2,Animation,200000000.0,106.0,2011,6,559852396
41,Green Lantern,Adventure,200000000.0,114.0,2011,6,219851172
52,Transformers: Dark of the Moon,Action,195000000.0,154.0,2011,6,1123746996
835,Mr. Popper's Penguins,Comedy,55000000.0,94.0,2011,6,187361754
908,Super 8,Thriller,50000000.0,112.0,2011,6,260095987
1612,Larry Crowne,Comedy,30000000.0,98.0,2011,6,36160375
169,Captain America: The First Avenger,Action,140000000.0,124.0,2011,7,370569774
254,The Smurfs,Animation,110000000.0,103.0,2011,7,563749323
460,Zookeeper,Comedy,80000000.0,102.0,2011,7,169852759
925,"Crazy, Stupid, Love.",Comedy,50000000.0,118.0,2011,7,142851197
1245,Colombiana,Action,40000000.0,108.0,2011,7,60965854
1364,Horrible Bosses,Comedy,35000000.0,98.0,2011,7,117000000
1384,Friends with Benefits,Romance,35000000.0,109.0,2011,7,150483765
1672,1911,Adventure,30000000.0,125.0,2011,7,108348
335,Rise of the Planet of the Apes,Thriller,93000000.0,105.0,2011,8,482860185
389,The Three Musketeers,Adventure,75000000.0,110.0,2011,8,132274484
890,The Change-Up,Comedy,52000000.0,112.0,2011,8,75450437
1224,Final Destination 5,Horror,47000000.0,92.0,2011,8,157887643
1648,Fright Night,Horror,17000000.0,106.0,2011,8,24922237
1721,30 Minutes or Less,Action,28000000.0,83.0,2011,8,40547440
1769,Spy Kids: All the Time in the World,,27000000.0,89.0,2011,8,85564310
1819,The Help,Drama,25000000.0,146.0,2011,8,124272124
257,Real Steel,Action,110000000.0,127.0,2011,9,299268508
600,Killer Elite,Action,66000000.0,116.0,2011,9,57777106
720,Contagion,Drama,60000000.0,106.0,2011,9,137551594
928,Moneyball,Drama,50000000.0,133.0,2011,9,110206216
987,Dream House,Drama,50000000.0,84.0,2011,9,38502340
1100,Johnny English Reborn,Crime,45000000.0,101.0,2011,9,160078586
1336,Dolphin Tale,Drama,37000000.0,113.0,2011,9,95404397
1425,Abduction,Thriller,35000000.0,106.0,2011,9,82087155
1675,Machine Gun Preacher,Action,30000000.0,129.0,2011,9,2527904
1911,Shark Night,Horror,28000000.0,91.0,2011,9,10126458
1920,Warrior,Action,25000000.0,140.0,2011,9,23057115
1928,Straw Dogs,Drama,25000000.0,110.0,2011,9,10324441
1940,Carnage,Comedy,25000000.0,80.0,2011,9,27603069
1980,I Don't Know How She Does It,Romance,24000000.0,89.0,2011,9,30551495
1994,The Ides of March,Drama,12500000.0,101.0,2011,9,75993061
187,Puss in Boots,Action,130000000.0,90.0,2011,10,554987477
190,The Adventures of Tintin,Adventure,130000000.0,107.0,2011,10,371940071
1147,The Big Year,Comedy,41000000.0,100.0,2011,10,7448385
1287,A Monster in Paris,Adventure,25000000.0,90.0,2011,10,0
1399,In Time,Action,40000000.0,109.0,2011,10,173930596
1760,Anonymous,Drama,30000000.0,130.0,2011,10,15395087
69,Hugo,Adventure,170000000.0,126.0,2011,11,185770160
173,Happy Feet Two,Animation,130000000.0,100.0,2011,11,150406466
205,Sherlock Holmes: A Game of Shadows,Adventure,125000000.0,129.0,2011,11,334615000
394,Tower Heist,Action,75000000.0,104.0,2011,11,152930623
499,Jack and Jill,Comedy,79000000.0,91.0,2011,11,149673788
537,Immortals,Fantasy,75000000.0,110.0,2011,11,226904017
1055,The Muppets,Comedy,45000000.0,103.0,2011,11,165184237
1409,J. Edgar,Drama,35000000.0,137.0,2011,11,84606030
153,Mission: Impossible - Ghost Protocol,Action,145000000.0,133.0,2011,12,694713380
317,The Flowers of War,Drama,94000000.0,145.0,2011,12,95311434
354,The Girl with the Dragon Tattoo,Thriller,90000000.0,158.0,2011,12,232617430
435,Alvin and the Chipmunks: Chipwrecked,Comedy,75000000.0,87.0,2011,12,342695435
585,War Horse,Drama,66000000.0,146.0,2011,12,177584879
805,Ghost Rider: Spirit of Vengeance,Action,57000000.0,95.0,2011,12,149217355
921,We Bought a Zoo,Drama,50000000.0,124.0,2011,12,120081841
1231,Extremely Loud & Incredibly Close,Drama,40000000.0,129.0,2011,12,55247881
1482,The Darkest Hour,Horror,30000000.0,89.0,2011,12,64626786
1798,New Year's Eve,Comedy,56000000.0,118.0,2011,12,142044638
1879,The Sitter,Comedy,25000000.0,81.0,2011,12,34942188
495,Journey 2: The Mysterious Island,Adventure,79000000.0,94.0,2012,1,355692760
597,Underworld: Awakening,Fantasy,70000000.0,88.0,2012,1,160112671
800,Red Tails,Drama,58000000.0,125.0,2012,1,50365377
1137,One for the Money,Action,40000000.0,91.0,2012,1,36893721
1146,Man on a Ledge,Action,42000000.0,102.0,2012,1,46221189
1755,Joyful Noise,Comedy,,117.0,2012,1,0
1844,The Grey,Action,25000000.0,117.0,2012,1,77278331
1853,Contraband,Thriller,25000000.0,109.0,2012,1,63100000
392,Safe House,Action,85000000.0,115.0,2012,2,208076205
653,This Means War,Action,65000000.0,103.0,2012,2,156974557
1263,Big Miracle,Adventure,40000000.0,107.0,2012,2,24719215
1493,Wanderlust,Comedy,35000000.0,98.0,2012,2,24159934
1543,The Vow,Drama,30000000.0,104.0,2012,2,196114570
4,John Carter,Action,260000000.0,132.0,2012,3,284139100
132,Wrath of the Titans,Adventure,150000000.0,99.0,2012,3,301000000
410,Mirror Mirror,Adventure,85000000.0,106.0,2012,3,183018522
426,The Hunger Games,Science Fiction,75000000.0,142.0,2012,3,691210692
848,The Pirates! In an Adventure with Scientists!,Animation,60000000.0,88.0,2012,3,118338361
1119,21 Jump Street,Action,42000000.0,109.0,2012,3,201585328
1276,A Thousand Words,Drama,40000000.0,91.0,2012,3,22044277
1800,The Raven,Crime,26000000.0,111.0,2012,3,29657751
16,The Avengers,Science Fiction,220000000.0,143.0,2012,4,1519557910
27,Battleship,Thriller,209000000.0,131.0,2012,4,303025485
949,American Reunion,Comedy,50000000.0,113.0,2012,4,234989584
1488,Safe,Action,30000000.0,94.0,2012,4,40346186
1593,The Three Stooges,Comedy,30000000.0,92.0,2012,4,54819301
1605,The Cabin in the Woods,Horror,30000000.0,95.0,2012,4,66486080
1630,The Five-Year Engagement,Comedy,30000000.0,124.0,2012,4,53909751
1840,The Lucky One,Drama,25000000.0,101.0,2012,4,99357138
18,Men in Black 3,Action,225000000.0,106.0,2012,5,624026776
80,Snow White and the Huntsman,Adventure,170000000.0,127.0,2012,5,396600000
133,Dark Shadows,Comedy,150000000.0,113.0,2012,5,245527149
220,Prometheus,Science Fiction,130000000.0,124.0,2012,5,403170142
649,The Dictator,Comedy,65000000.0,83.0,2012,5,179379533
1329,What to Expect When You're Expecting,Romance,40000000.0,110.0,2012,5,79700000
1470,Stolen,Action,35000000.0,96.0,2012,5,2106557
1958,On the Road,Adventure,25000000.0,137.0,2012,5,8784318
20,The Amazing Spider-Man,Action,215000000.0,136.0,2012,6,752215857
55,Brave,Animation,185000000.0,93.0,2012,6,538983207
146,Madagascar 3: Europe's Most Wanted,Animation,145000000.0,93.0,2012,6,746921274
325,Ice Age: Continental Drift,Animation,95000000.0,88.0,2012,6,877244782
598,Rock of Ages,Comedy,75000000.0,123.0,2012,6,59418613
624,Abraham Lincoln: Vampire Hunter,Action,69000000.0,94.0,2012,6,112265139
802,That's My Boy,Comedy,70000000.0,116.0,2012,6,58058367
903,Ted,Comedy,50000000.0,106.0,2012,6,549368315
1101,Foodfight!,Animation,65000000.0,87.0,2012,6,73706
3,The Dark Knight Rises,Action,250000000.0,165.0,2012,7,1084939099
843,The Watch,Comedy,68000000.0,98.0,2012,7,68267862
1075,Savages,Crime,45000000.0,131.0,2012,7,82966152
1483,Step Up Revolution,,33000000.0,99.0,2012,7,140470746
209,The Bourne Legacy,Action,130000000.0,120.0,2012,8,276572938
290,The Expendables 2,Action,100000000.0,103.0,2012,8,312573423
321,The Campaign,Comedy,,85.0,2012,8,104907746
730,ParaNorman,,60000000.0,90.0,2012,8,107139399
1206,The Odd Life of Timothy Green,Fantasy,,105.0,2012,8,51854875
1431,Premium Rush,Crime,35000000.0,91.0,2012,8,31083599
1571,Hope Springs,Drama,30000000.0,100.0,2012,8,114281051
1926,The Possession,Horror,14000000.0,92.0,2012,8,85446075
390,Hotel Transylvania,Animation,85000000.0,91.0,2012,9,358375603
415,Dredd,Action,50000000.0,95.0,2012,9,41037742
